自己成長,じこせいちょう,self-growth,<ruby>失敗<rt>しっぱい</rt></ruby>は<ruby><strong>自己成長</strong><rt>じこせいちょう</rt></ruby>の<ruby>機会<rt>きかい</rt></ruby>だと<ruby>考<rt>かんが</rt></ruby>えている。,I believe that failure is an opportunity for self-growth.
目覚め,めざめ,awakening,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>人生<rt>じんせい</rt></ruby>に<ruby>対<rt>たい</rt></ruby>する<ruby><strong>目覚め</strong><rt>めざめ</rt></ruby>を<ruby>経<rt>へ</rt></ruby>て、<ruby>新<rt>あたら</rt></ruby>しい<ruby>道<rt>みち</rt></ruby>を<ruby>見<rt>み</rt></ruby>つけた。,She found a new path after experiencing an awakening about life.
役割,やくわり,role,<ruby>社会<rt>しゃかい</rt></ruby>での<ruby><strong>役割</strong><rt>やくわり</rt></ruby>を<ruby>理解<rt>りかい</rt></ruby>することが<ruby>自己実現<rt>じこじつげん</rt></ruby>に<ruby>繋<rt>つな</rt></ruby>がる。,Understanding one's role in society leads to self-actualization.
貢献,こうけん,contribution,<ruby>彼<rt>かれ</rt></ruby>は<ruby><strong>貢献</strong><rt>こうけん</rt></ruby>することに<ruby>喜<rt>よろこ</rt></ruby>びを<ruby>感<rt>かん</rt></ruby>じている。,He finds joy in making a contribution.
理想,りそう,ideal,<ruby>彼<rt>かれ</rt></ruby>は<ruby>社会<rt>しゃかい</rt></ruby>に<ruby>貢献<rt>こうけん</rt></ruby>するという<ruby><strong>理想</strong><rt>りそう</rt></ruby>を<ruby>持<rt>も</rt></ruby>っている。,He has the ideal of contributing to society.
展望,てんぼう,outlook,<ruby>自分<rt>じぶん</rt></ruby>の<ruby><strong>展望</strong><rt>てんぼう</rt></ruby>を<ruby>明確<rt>めいかく</rt></ruby>にすることが<ruby>重要<rt>じゅうよう</rt></ruby>だ。,It is important to clarify one's outlook.
信念,しんねん,belief,<ruby>彼<rt>かれ</rt></ruby>の<ruby><strong>信念</strong><rt>しんねん</rt></ruby>は<ruby>決<rt>けっ</rt></ruby>して<ruby>揺<rt>ゆ</rt></ruby>るがない。,His belief is unwavering.
夢,ゆめ,dream,<ruby>彼<rt>かれ</rt></ruby>は<ruby>子供<rt>こども</rt></ruby>のころからの<ruby><strong>夢</strong><rt>ゆめ</rt></ruby>を<ruby>追<rt>お</rt></ruby>いかけている。,He is chasing a dream he has had since childhood.
内省,ないせい,introspection,<ruby>彼<rt>かれ</rt></ruby>は<ruby>週末<rt>しゅうまつ</rt></ruby>に<ruby><strong>内省</strong><rt>ないせい</rt></ruby>の<ruby>時間<rt>じかん</rt></ruby>を<ruby>設<rt>もう</rt></ruby>けている。,He sets aside time for introspection on weekends.
目指す,めざす,aim,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>常<rt>つね</rt></ruby>に<ruby>高<rt>たか</rt></ruby>い<ruby>目標<rt>もくひょう</rt></ruby>を<ruby><strong>目指</strong><rt>めざ</rt></ruby>している。,She is always aiming for high goals.
信条,しんじょう,creed,<ruby>彼<rt>かれ</rt></ruby>の<ruby><strong>信条</strong><rt>しんじょう</rt></ruby>は、<ruby>正直<rt>しょうじき</rt></ruby>であることだ。,His creed is to be honest.
達成,たっせい,achievement,<ruby>彼<rt>かれ</rt></ruby>の<ruby>努力<rt>どりょく</rt></ruby>が<ruby><strong>達成</strong><rt>たっせい</rt></ruby>に<ruby>繋<rt>つな</rt></ruby>がった。,His efforts led to achievement.
意識,いしき,awareness,<ruby>環境<rt>かんきょう</rt></ruby>の<ruby><strong>意識</strong><rt>いしき</rt></ruby>を<ruby>高<rt>たか</rt></ruby>めることが<ruby>大切<rt>たいせつ</rt></ruby>だ。,Raising awareness of the environment is important.
本質,ほんしつ,essence,<ruby>彼<rt>かれ</rt></ruby>は<ruby><strong>本質</strong><rt>ほんしつ</rt></ruby>を<ruby>見抜<rt>みぬ</rt></ruby>く<ruby>能力<rt>のうりょく</rt></ruby>がある。,He has the ability to see the essence of things.
夢中,むちゅう,being engrossed,<ruby>彼<rt>かれ</rt></ruby>は<ruby>仕事<rt>しごと</rt></ruby>に<ruby><strong>夢中</strong><rt>むちゅう</rt></ruby>になっている。,He is engrossed in his work.
志向,しこう,orientation,<ruby>彼<rt>かれ</rt></ruby>は<ruby>常<rt>つね</rt></ruby>に<ruby>未来<rt>みらい</rt></ruby><ruby><strong>志向</strong><rt>しこう</rt></ruby>で<ruby>考<rt>かんが</rt></ruby>えている。,He always thinks with a future orientation.
情熱,じょうねつ,passion,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>音楽<rt>おんがく</rt></ruby>に<ruby><strong>情熱</strong><rt>じょうねつ</rt></ruby>を<ruby>注<rt>そそ</rt></ruby>いでいる。,She pours her passion into music.
挑む,いどむ,challenge,<ruby>彼<rt>かれ</rt></ruby>は<ruby>新<rt>あたら</rt></ruby>しい<ruby>技術<rt>ぎじゅつ</rt></ruby>に<ruby><strong>挑</strong><rt>いど</rt></ruby>んでいる。,He is challenging new technologies.
貢献度,こうけんど,degree of contribution,<ruby>会社<rt>かいしゃ</rt></ruby>での<ruby><strong>貢献度</strong><rt>こうけんど</rt></ruby>が<ruby>高<rt>たか</rt></ruby>いと<ruby>評価<rt>ひょうか</rt></ruby>されている。,He is highly evaluated for his degree of contribution to the company.
熱意,ねつい,enthusiasm,<ruby>彼<rt>かれ</rt></ruby>は<ruby>仕事<rt>しごと</rt></ruby>に<ruby><strong>熱意</strong><rt>ねつい</rt></ruby>を<ruby>持<rt>も</rt></ruby>っている。,He has enthusiasm for his work.
革新,かくしん,innovation,<ruby>彼女<rt>かのじょ</rt></ruby>の<ruby>考<rt>かんが</rt></ruby>えは<ruby><strong>革新</strong><rt>かくしん</rt></ruby>的だ。,Her ideas are innovative.
覚醒,かくせい,awakening,<ruby>自分<rt>じぶん</rt></ruby>の<ruby>可能性<rt>かのうせい</rt></ruby>に<ruby><strong>覚醒</strong><rt>かくせい</rt></ruby>した。,He awakened to his potential.
i卓越,たくえつ,excellence,<ruby>その<rt></rt></ruby><ruby>科学者<rt>かがくしゃ</rt></ruby>は<ruby><strong>卓越</strong><rt>たくえつ</rt></ruby>した<ruby>研究<rt>けんきゅう</rt></ruby>で<ruby>賞<rt>しょう</rt></ruby>を<ruby>受<rt>う</rt></ruby>けた。,The scientist received an award for their excellence in research.
忍耐,にんたい,perseverance,<ruby>成功<rt>せいこう</rt></ruby>には<ruby><strong>忍耐</strong><rt>にんたい</rt></ruby>が<ruby>必要<rt>ひつよう</rt></ruby>だ。,Perseverance is necessary for success.
探究心,たんきゅうしん,inquisitiveness,<ruby>彼<rt>かれ</rt></ruby>の<ruby><strong>探究心</strong><rt>たんきゅうしん</rt></ruby>は<ruby>尽<rt>つ</rt></ruby>きない。,His inquisitiveness is endless.
覚悟,かくご,determination,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>自分<rt>じぶん</rt></ruby>の<ruby>道<rt>みち</rt></ruby>を<ruby><strong>覚悟</strong><rt>かくご</rt></ruby>した。,She has determined her own path.
理念,りねん,philosophy,<ruby>会社<rt>かいしゃ</rt></ruby>の<ruby><strong>理念</strong><rt>りねん</rt></ruby>に<ruby>共感<rt>きょうかん</rt></ruby>している。,He resonates with the company's philosophy.
i志望,しぼう,aspiration,<ruby>彼<rt>かれ</rt></ruby>の<ruby><strong>志望</strong><rt>しぼう</rt></ruby>は<ruby>医者<rt>いしゃ</rt></ruby>になることだ。,His aspiration is to become a doctor.
動機,どうき,motivation,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>強<rt>つよ</rt></ruby>い<ruby><strong>動機</strong><rt>どうき</rt></ruby>を<ruby>持<rt>も</rt></ruby>って<ruby>行動<rt>こうどう</rt></ruby>している。,She acts with strong motivation.
向上,こうじょう,improvement,<ruby>常<rt>つね</rt></ruby>に<ruby><strong>向上</strong><rt>こうじょう</rt></ruby>を<ruby>目指<rt>めざ</rt></ruby>すことが<ruby>重要<rt>じゅうよう</rt></ruby>だ。,It is important to always aim for improvement.
試練,しれん,ordeal,<ruby>彼<rt>かれ</rt></ruby>は<ruby>多<rt>おお</rt></ruby>くの<ruby><strong>試練</strong><rt>しれん</rt></ruby>を<ruby>乗<rt>の</rt></ruby>り<ruby>越<rt>こ</rt></ruby>えてきた。,He has overcome many ordeals.
誠実,せいじつ,sincerity,<ruby>彼<rt>かれ</rt></ruby>の<ruby><strong>誠実</strong><rt>せいじつ</rt></ruby>さが<ruby>皆<rt>みな</rt></ruby>に<ruby>信頼<rt>しんらい</rt></ruby>されている。,His sincerity is trusted by everyone.
展開,てんかい,development,<ruby>物語<rt>ものがたり</rt></ruby>の<ruby><strong>展開</strong><rt>てんかい</rt></ruby>が<ruby>予想<rt>よそう</rt></ruby>できない。,The development of the story is unpredictable.
奉仕,ほうし,service,<ruby>彼女<rt>かのじょ</rt></ruby>は<ruby>地域<rt>ちいき</rt></ruby>に<ruby><strong>奉仕</strong><rt>ほうし</rt></ruby>している。,She is providing service to the community.
充実,じゅうじつ,fulfillment,<ruby>彼<rt>かれ</rt></ruby>は<ruby>生活<rt>せいかつ</rt></ruby>の<ruby><strong>充実</strong><rt>じゅうじつ</rt></ruby>を<ruby>感<rt>かん</rt></ruby>じている。,He feels a sense of fulfillment in his life.
到達,とうたつ,attainment,<ruby>目標<rt>もくひょう</rt></ruby>の<ruby><strong>到達</strong><rt>とうたつ</rt></ruby>に<ruby>喜<rt>よろこ</rt></ruby>びを<ruby>感<rt>かん</rt></ruby>じている。,He feels joy in the attainment of his goal.
感銘,かんめい,impression,<ruby>彼<rt>かれ</rt></ruby>の<ruby>言葉<rt>ことば</rt></ruby>に<ruby><strong>感銘</strong><rt>かんめい</rt></ruby>を<ruby>受<rt>う</rt></ruby>けた。,I was impressed by his words.
